source,feature_id,row_order,start_year,end_year,area_km2
cliopatria,Papal States,10874,1741,1747,41647.6
cliopatria,Sultanate of Oman,10889,1744,1747,101281.6
cliopatria,Ottoman Empire,10908,1744,1747,2833208.1
cliopatria,Hyderabad State,10914,1744,1751,261393.1
cliopatria,Russian Empire,10921,1744,1747,15060304.0
cliopatria,Kingdom of Sardinia,10929,1748,1756,77534.7
cliopatria,Papal States,10937,1748,1790,41718.8
cliopatria,Sultanate of Oman,10938,1748,1756,105459.8
cliopatria,Russian Empire,10950,1748,1751,15063533.4
cliopatria,Ottoman Empire,10956,1748,1751,2876607.2
cliopatria,Ottoman Empire,10975,1752,1756,2876296.0
cliopatria,Hyderabad State,10982,1752,1756,261199.8
cliopatria,Russian Empire,10992,1752,1761,15244941.7
cliopatria,Kingdom of Sardinia,11017,1757,1793,77605.2
cliopatria,Sultanate of Oman,11027,1757,1798,120650.7
cliopatria,Hyderabad State,11048,1757,1761,261033.0
cliopatria,Ottoman Empire,11070,1757,1768,2875958.5
cliopatria,Russian Empire,11097,1762,1762,15323524.5
cliopatria,Hyderabad State,11104,1762,1762,260411.9
cliopatria,Russian Empire,11152,1763,1768,15244757.9
cliopatria,Hyderabad State,11162,1763,1768,260246.8
cliopatria,Hyderabad State,11192,1769,1775,183865.0
cliopatria,Russian Empire,11204,1769,1771,15709314.0
cliopatria,Morocco,11205,1769,1860,387614.3
cliopatria,Ottoman Empire,11206,1769,1771,2833763.8
cliopatria,Ethiopian Empire,11214,1769,1889,240358.0
cliopatria,Russian Empire,11221,1772,1774,16046245.3
cliopatria,Ottoman Empire,11238,1772,1774,2828885.2
cliopatria,Ottoman Empire,11271,1775,1775,2871967.2
cliopatria,Russian Empire,11284,1775,1775,15985935.5
cliopatria,Nepal,11314,1775,1787,56746.2
cliopatria,United States of America,11318,1776,1777,1037249.1
cliopatria,Russian Empire,11322,1776,1777,15985935.5
cliopatria,Hyderabad State,11326,1776,1779,184117.8
cliopatria,Ottoman Empire,11332,1776,1779,2864670.7
cliopatria,Russian Empire,11349,1778,1782,16101464.0
cliopatria,United States of America,11355,1778,1779,1008406.5
cliopatria,United States of America,11373,1780,1780,884083.2
cliopatria,Ottoman Empire,11382,1780,1782,2871967.2
cliopatria,Hyderabad State,11391,1780,1787,183948.3
cliopatria,United States of America,11405,1781,1782,1010119.2
cliopatria,Russian Empire,11426,1783,1787,16234921.3
cliopatria,Ottoman Empire,11429,1783,1787,2872285.0
cliopatria,United States of America,11456,1783,1787,1008878.6
cliopatria,Russian Empire,11458,1788,1790,16239970.2
cliopatria,Hyderabad State,11465,1788,1791,183960.4
cliopatria,Ottoman Empire,11478,1788,1790,2870318.0
cliopatria,Qajar Dynasty,11481,1788,1790,579678.9
cliopatria,Nepal,11486,1788,1790,169455.8
cliopatria,United States of America,11492,1788,1790,1061905.6
cliopatria,Russian Empire,11512,1791,1791,16406712.6
cliopatria,Ottoman Empire,11522,1791,1791,2827849.6
cliopatria,Qajar Dynasty,11531,1791,1793,964650.6
cliopatria,Nepal,11536,1791,1791,192150.8
cliopatria,United States of America,11542,1791,1791,1099059.7
cliopatria,Papal States,11551,1791,1793,41742.4
cliopatria,United States of America,11554,1792,1793,1102516.3
cliopatria,Nepal,11564,1792,1793,208048.2
cliopatria,Ottoman Empire,11567,1792,1793,2844357.9
cliopatria,Russian Empire,11583,1792,1793,16526101.0
cliopatria,Hyderabad State,11590,1792,1793,184129.9
cliopatria,Papal States,11598,1794,1796,41719.5
cliopatria,United States of America,11601,1794,1795,1103706.9
cliopatria,Nepal,11604,1794,1798,179850.2
cliopatria,Kingdom of Sardinia,11607,1794,1795,62047.7
cliopatria,Qajar Dynasty,11611,1794,1795,1585478.8
cliopatria,Ottoman Empire,11617,1794,1795,2843916.3
cliopatria,Hyderabad State,11631,1794,1798,184157.6
cliopatria,Russian Empire,11636,1794,1795,16692098.4
cliopatria,Ottoman Empire,11642,1796,1796,2708106.8
cliopatria,Russian Empire,11661,1796,1796,16753151.3
cliopatria,United States of America,11673,1796,1796,1161373.3
cliopatria,Kingdom of Sardinia,11676,1796,1796,50927.5
cliopatria,Qajar Dynasty,11680,1796,1796,1624572.4
cliopatria,Russian Empire,11693,1797,1798,16694006.1
cliopatria,Ottoman Empire,11694,1797,1798,2707825.1
cliopatria,Grand Duchy of Tuscany,11701,1797,1798,1031.9
cliopatria,Kingdom of Sardinia,11703,1797,1799,55579.0
cliopatria,Qajar Dynasty,11709,1797,1799,1743253.2
cliopatria,Papal States,11715,1797,1798,30059.0
cliopatria,United States of America,11721,1797,1798,1172919.9
cliopatria,United States of America,11728,1799,1799,1184016.8
cliopatria,Sultanate of Oman,11732,1799,1799,120758.2
cliopatria,Nepal,11734,1799,1799,179928.1
cliopatria,Ottoman Empire,11751,1799,1799,2645790.4
cliopatria,Russian Empire,11763,1799,1802,16719127.5
cliopatria,Qajar Dynasty,11772,1800,1804,1743611.5
cliopatria,Kingdom of Sardinia,11776,1800,1813,62141.5
cliopatria,Nepal,11779,1800,1802,179850.2
cliopatria,United States of America,11784,1800,1802,1184595.2
cliopatria,Sultanate of Oman,11786,1800,1802,105871.6
cliopatria,Papal States,11788,1800,1802,38898.2
cliopatria,Grand Duchy of Tuscany,11812,1800,1802,1031.9
cliopatria,Ottoman Empire,11820,1800,1802,2659417.9
cliopatria,Grand Duchy of Tuscany,11824,1803,1805,961.6
cliopatria,Ottoman Empire,11841,1803,1804,2680478.9
cliopatria,Russian Empire,11844,1803,1804,16767780.5
cliopatria,United States of America,11859,1803,1804,1246130.2
cliopatria,Sultanate of Oman,11865,1803,1810,104538.7
cliopatria,Papal States,11868,1803,1805,30153.5
cliopatria,Nepal,11880,1803,1804,180061.7
cliopatria,Ottoman Empire,11892,1805,1805,2375422.1
cliopatria,Muhammad Ali dynasty,11897,1805,1810,1770.9
cliopatria,Russian Empire,11906,1805,1805,16838710.5
cliopatria,United States of America,11919,1805,1805,1312361.7
cliopatria,Nepal,11930,1805,1805,207436.0
cliopatria,Qajar Dynasty,11937,1805,1805,1724858.2
cliopatria,Nepal,11942,1806,1806,214602.5
cliopatria,Qajar Dynasty,11949,1806,1810,1676690.1
cliopatria,Austrian Empire,11950,1806,1806,657693.4
cliopatria,Papal States,11952,1806,1806,29916.1
cliopatria,United States of America,11961,1806,1806,1340440.4
cliopatria,Russian Empire,11977,1806,1806,16886389.2
cliopatria,Ottoman Empire,11989,1806,1806,2375715.2
cliopatria,Grand Duchy of Tuscany,11991,1806,1806,821.0
cliopatria,Papal States,11997,1807,1810,29941.0
cliopatria,United States of America,12003,1807,1808,1365277.6
cliopatria,Nepal,12010,1807,1808,221955.8
cliopatria,Austrian Empire,12014,1807,1808,657648.4
cliopatria,Ottoman Empire,12022,1807,1808,2356907.1
cliopatria,Grand Duchy of Tuscany,12024,1807,1813,891.4
cliopatria,Russian Empire,12036,1807,1808,17053686.6
cliopatria,Russian Empire,12056,1809,1810,17383173.8
cliopatria,Ottoman Empire,12057,1809,1810,2357260.0
cliopatria,Nepal,12072,1809,1810,214757.3
cliopatria,Austrian Empire,12079,1809,1810,617105.9
cliopatria,United States of America,12097,1809,1810,1392023.3
cliopatria,Ottoman Empire,12105,1811,1811,1754600.4
cliopatria,Muhammad Ali dynasty,12113,1811,1821,604513.0
cliopatria,Russian Empire,12127,1811,1811,17399569.8
cliopatria,Papal States,12130,1811,1813,47.0
cliopatria,United States of America,12138,1811,1811,1420112.5
cliopatria,Sultanate of Oman,12141,1811,1811,85435.4
cliopatria,Nepal,12149,1811,1811,214946.1
cliopatria,Austrian Empire,12155,1811,1811,531684.1
cliopatria,Qajar Dynasty,12157,1811,1821,1673976.7
cliopatria,Nepal,12162,1812,1813,214610.4
cliopatria,Austrian Empire,12168,1812,1813,531570.6
cliopatria,United States of America,12176,1812,1813,1502106.2
cliopatria,Sultanate of Oman,12180,1812,1814,105121.8
cliopatria,Russian Empire,12186,1812,1813,17200880.5
cliopatria,Ottoman Empire,12196,1812,1813,1916478.0
cliopatria,Austrian Empire,12204,1814,1814,688313.7
cliopatria,Kingdom of Sardinia,12216,1814,1814,74404.5
cliopatria,Nepal,12217,1814,1814,227085.2
cliopatria,United States of America,12223,1814,1814,1597150.9
cliopatria,Papal States,12232,1814,1859,39268.7
cliopatria,Russian Empire,12244,1814,1814,17431583.8
cliopatria,Ottoman Empire,12273,1814,1814,2087356.9
cliopatria,United States of America,12278,1815,1819,1586288.7
cliopatria,Netherlands,12280,1815,1819,71126.3
cliopatria,Sultanate of Oman,12282,1815,1819,76654.8
cliopatria,Austrian Empire,12295,1815,1819,691594.7
cliopatria,Kingdom of Sardinia,12303,1815,1847,77962.6
cliopatria,Nepal,12307,1815,1819,148999.0
cliopatria,Grand Duchy of Tuscany,12310,1815,1847,938.3
cliopatria,Duchy of Parma and Piacenza,12321,1815,1847,7460.0
cliopatria,Ottoman Empire,12322,1815,1819,2177096.8
cliopatria,Kingdom of the Two Sicilies,12324,1815,1819,91429.8
cliopatria,Russian Empire,12330,1815,1823,17398307.3
cliopatria,Duchy of Modena and Reggio,12335,1815,1847,6396.8
cliopatria,United States of America,12344,1820,1821,1947374.9
cliopatria,Sultanate of Oman,12345,1820,1829,78868.5
cliopatria,Netherlands,12349,1820,1829,71104.4
cliopatria,Austrian Empire,12368,1820,1827,691747.6
cliopatria,Burma,12375,1820,1821,698287.1
cliopatria,Nepal,12376,1820,1835,149504.8
cliopatria,Kingdom of the Two Sicilies,12394,1820,1847,91429.8
cliopatria,Ottoman Empire,12397,1820,1821,2668906.3
cliopatria,Ottoman Empire,12431,1822,1823,2632992.6
cliopatria,Gran Colombia,12434,1822,1823,2846354.1
cliopatria,Muhammad Ali dynasty,12442,1822,1833,1643206.7
cliopatria,First Hellenic Republic,12448,1822,1823,36255.4
cliopatria,United States of America,12451,1822,1823,2118782.2
cliopatria,Qajar Dynasty,12465,1822,1827,1652059.6
cliopatria,Burma,12472,1822,1824,797944.4
cliopatria,Ottoman Empire,12477,1824,1824,2640287.3
cliopatria,First Hellenic Republic,12483,1824,1824,21841.8
cliopatria,Russian Empire,12487,1824,1827,17398162.2
cliopatria,Gran Colombia,12488,1824,1824,4323865.0
cliopatria,United States of America,12493,1824,1824,2346851.9
cliopatria,Federated Republic of Mexico,12496,1824,1824,3187712.1
cliopatria,First Hellenic Republic,12502,1825,1827,21423.3
cliopatria,Gran Colombia,12506,1825,1829,2846354.1
cliopatria,Ottoman Empire,12512,1825,1827,2155014.2
cliopatria,Burma,12517,1825,1827,552726.2
cliopatria,Federated Republic of Mexico,12521,1825,1835,3187760.0
cliopatria,United States of America,12528,1825,1827,2377468.9
cliopatria,First Hellenic Republic,12531,1828,1829,41363.7
cliopatria,Russian Empire,12539,1828,1829,17683286.2
cliopatria,Ottoman Empire,12546,1828,1829,2133227.1
cliopatria,Burma,12556,1828,1833,552420.5
cliopatria,Qajar Dynasty,12563,1828,1855,1621695.5
cliopatria,Austrian Empire,12565,1828,1829,691883.3
cliopatria,United States of America,12574,1828,1829,2402052.8
cliopatria,Ottoman Empire,12581,1830,1833,2128641.1
cliopatria,First Hellenic Republic,12592,1830,1833,45003.6
cliopatria,Russian Empire,12594,1830,1833,17584994.6
cliopatria,Gran Colombia,12597,1830,1833,2846354.1
cliopatria,United States of America,12605,1830,1833,2473954.5
cliopatria,Sultanate of Oman,12606,1830,1839,176235.6
cliopatria,Netherlands,12607,1830,1833,45851.6
cliopatria,Austrian Empire,12612,1830,1833,691972.3
cliopatria,United States of America,12613,1834,1835,2753918.0
cliopatria,Netherlands,12617,1834,1839,37107.6
cliopatria,Austrian Empire,12622,1834,1835,691769.9
cliopatria,Burma,12625,1834,1841,552579.5
cliopatria,Ottoman Empire,12651,1834,1835,1459648.9
cliopatria,Russian Empire,12652,1834,1835,17629414.1
cliopatria,Muhammad Ali dynasty,12659,1834,1839,2313034.0
cliopatria,First Hellenic Republic,12662,1834,1863,43926.9
cliopatria,Ottoman Empire,12679,1836,1839,1487899.9
cliopatria,Russian Empire,12684,1836,1839,17630641.2
cliopatria,United States of America,12695,1836,1839,2812209.3
cliopatria,Austrian Empire,12707,1836,1839,691747.6
cliopatria,Federated Republic of Mexico,12714,1836,1839,1352853.0
cliopatria,Nepal,12715,1836,1855,149283.9
cliopatria,Russian Empire,12720,1840,1845,17630970.5
cliopatria,Muhammad Ali dynasty,12732,1840,1841,2688661.8
cliopatria,Ottoman Empire,12743,1840,1841,1447967.3
cliopatria,Austrian Empire,12752,1840,1845,691769.9
cliopatria,Federated Republic of Mexico,12754,1840,1841,1050405.7
cliopatria,Netherlands,12763,1840,1863,40698.9
cliopatria,Sultanate of Oman,12764,1840,1855,176182.3
cliopatria,United States of America,12768,1840,1841,2948235.8
cliopatria,Burma,12787,1842,1852,552405.0
cliopatria,Federated Republic of Mexico,12788,1842,1845,668071.3
cliopatria,United States of America,12792,1842,1845,3002238.1
cliopatria,Muhammad Ali dynasty,12811,1842,1847,1648233.4
cliopatria,Ottoman Empire,12820,1842,1847,2113381.4
cliopatria,Russian Empire,12832,1846,1847,18996550.1
cliopatria,Federated Republic of Mexico,12847,1846,1847,2796063.2
cliopatria,Austrian Empire,12852,1846,1847,693259.8
cliopatria,United States of America,12859,1846,1847,3518593.2
cliopatria,United States of America,12871,1848,1848,3454930.9
cliopatria,Kingdom of Sardinia,12875,1848,1848,134414.0
cliopatria,Federated Republic of Mexico,12876,1848,1852,2085315.9
cliopatria,Austrian Empire,12878,1848,1848,627276.6
cliopatria,Ottoman Empire,12884,1848,1848,2113195.3
cliopatria,Kingdom of the Two Sicilies,12886,1848,1848,69254.0
cliopatria,Grand Duchy of Tuscany,12890,1848,1848,24632.5
cliopatria,Muhammad Ali dynasty,12893,1848,1864,1834432.7
cliopatria,Russian Empire,12899,1848,1848,20920770.7
cliopatria,Kingdom of Sardinia,12907,1849,1852,77962.6
cliopatria,Austrian Empire,12909,1849,1852,423424.5
cliopatria,United States of America,12917,1849,1852,3469206.6
cliopatria,Duchy of Modena and Reggio,12918,1849,1858,6678.0
cliopatria,Russian Empire,12924,1849,1852,21036218.3
cliopatria,Duchy of Parma and Piacenza,12930,1849,1858,7460.0
cliopatria,Ottoman Empire,12933,1849,1852,2113241.6
cliopatria,Kingdom of the Two Sicilies,12934,1849,1859,91429.8
cliopatria,Ottoman Empire,12943,1853,1855,2106502.7
cliopatria,Russian Empire,12964,1853,1855,21036993.2
cliopatria,United States of America,12977,1853,1855,3862893.0
cliopatria,Burma,12981,1853,1858,437084.1
cliopatria,Federated Republic of Mexico,12982,1853,1855,1924248.0
cliopatria,Kingdom of Sardinia,12983,1853,1858,78055.9
cliopatria,Austrian Empire,12992,1853,1855,694173.4
cliopatria,Qajar Dynasty,12997,1856,1856,1644989.5
cliopatria,Austrian Empire,13000,1856,1856,810560.7
cliopatria,Nepal,13003,1856,1870,149022.1
cliopatria,Federated Republic of Mexico,13007,1856,1858,2005524.2
cliopatria,Sultanate of Oman,13013,1856,1858,79419.8
cliopatria,United States of America,13015,1856,1858,4197051.1
cliopatria,Russian Empire,13029,1856,1856,20984055.1
cliopatria,Ottoman Empire,13042,1856,1856,2106432.8
cliopatria,Qajar Dynasty,13055,1857,1863,1621695.5
cliopatria,Austrian Empire,13057,1857,1858,694309.0
cliopatria,Ottoman Empire,13071,1857,1863,2106456.3
cliopatria,Russian Empire,13078,1857,1858,21021700.7
cliopatria,Russian Empire,13081,1859,1859,21057016.6
cliopatria,Duchy of Modena and Reggio,13083,1859,1859,6396.9
cliopatria,Duchy of Parma and Piacenza,13100,1859,1859,7250.6
cliopatria,Austrian Empire,13102,1859,1859,651527.6
cliopatria,Kingdom of Sardinia,13111,1859,1859,122057.0
cliopatria,Federated Republic of Mexico,13112,1859,1860,2004929.0
cliopatria,Burma,13113,1859,1884,436996.6
cliopatria,United States of America,13115,1859,1860,4302943.3
cliopatria,Sultanate of Oman,13116,1859,1869,79692.9
cliopatria,Kingdom of the Two Sicilies,13125,1860,1860,56600.9
cliopatria,Russian Empire,13129,1860,1861,21965469.7
cliopatria,Papal States,13137,1860,1860,29561.2
cliopatria,Austrian Empire,13141,1860,1863,649043.5
cliopatria,Kingdom of Sardinia,13144,1860,1860,163091.6
cliopatria,Morocco,13154,1861,1869,386676.9
cliopatria,Kingdom of Sardinia,13161,1861,1861,235357.0
cliopatria,Federated Republic of Mexico,13162,1861,1861,2005524.2
cliopatria,United States of America,13163,1861,1861,2499044.3
cliopatria,Papal States,13169,1861,1869,14119.3
cliopatria,United States of America,13171,1862,1862,3148929.2
cliopatria,Federated Republic of Mexico,13181,1862,1862,1994711.0
cliopatria,Russian Empire,13191,1862,1862,21962360.8
cliopatria,Federated Republic of Mexico,13196,1863,1863,1978471.4
cliopatria,United States of America,13198,1863,1863,3319424.8
cliopatria,Russian Empire,13204,1863,1863,21963417.9
cliopatria,Netherlands,13222,1864,1865,40810.3
cliopatria,United States of America,13223,1864,1864,3841971.4
cliopatria,Federated Republic of Mexico,13227,1864,1864,1773777.3
cliopatria,Qajar Dynasty,13232,1864,1869,1621598.5
cliopatria,Austrian Empire,13233,1864,1865,657866.4
cliopatria,Ottoman Empire,13239,1864,1865,2106502.7
cliopatria,First Hellenic Republic,13246,1864,1865,46340.0
cliopatria,Russian Empire,13256,1864,1867,22854917.2
cliopatria,Federated Republic of Mexico,13259,1865,1865,55.3
cliopatria,United States of America,13267,1865,1865,4006016.0
cliopatria,Muhammad Ali dynasty,13271,1865,1865,1834432.7
cliopatria,Ottoman Empire,13286,1866,1869,2106656.2
cliopatria,First Hellenic Republic,13298,1866,1884,46123.1
cliopatria,Netherlands,13315,1866,1869,40787.1
cliopatria,United States of America,13317,1866,1867,5724207.8
cliopatria,Austrian Empire,13321,1866,1867,587670.6
cliopatria,Austria-Hungary,13333,1868,1869,622774.7
cliopatria,United States of America,13343,1868,1869,7948372.9
cliopatria,Russian Empire,13351,1868,1869,21486754.7
cliopatria,Papal States,13374,1870,1870,14119.3
cliopatria,Sultanate of Oman,13377,1870,1879,119303.8
cliopatria,Netherlands,13380,1870,1870,40742.4
cliopatria,United States of America,13383,1870,1870,8076022.0
cliopatria,Qajar Dynasty,13389,1870,1872,1624311.9
cliopatria,Austria-Hungary,13391,1870,1870,623046.7
cliopatria,Ottoman Empire,13398,1870,1870,2106571.7
cliopatria,Morocco,13400,1870,1884,386205.0
cliopatria,Russian Empire,13421,1870,1870,21576247.5
cliopatria,Nepal,13425,1871,1889,149101.6
cliopatria,Austria-Hungary,13430,1871,1872,622958.9
cliopatria,Netherlands,13438,1871,1916,40722.7
cliopatria,United States of America,13439,1871,1872,8074417.6
cliopatria,Russian Empire,13443,1871,1872,21608107.7
cliopatria,Ottoman Empire,13445,1871,1872,2106524.3
cliopatria,Russian Empire,13463,1873,1876,21994174.7
cliopatria,Ottoman Empire,13465,1873,1876,2412758.4
cliopatria,Austria-Hungary,13481,1873,1879,622911.5
cliopatria,Qajar Dynasty,13482,1873,1879,1624408.9
cliopatria,United States of America,13492,1873,1876,8275121.1
cliopatria,United States of America,13502,1877,1879,8846945.0
cliopatria,Russian Empire,13514,1877,1879,22212318.3
cliopatria,Ottoman Empire,13523,1877,1879,2302753.8
cliopatria,Austria-Hungary,13534,1880,1899,677497.4
cliopatria,Qajar Dynasty,13536,1880,1894,1624386.0
cliopatria,United States of America,13544,1880,1889,8906467.0
cliopatria,Sultanate of Oman,13549,1880,1894,192266.2
cliopatria,Russian Empire,13560,1880,1884,22138711.9
cliopatria,Ottoman Empire,13570,1880,1884,2236405.7
cliopatria,Ottoman Empire,13584,1885,1894,2181775.8
cliopatria,Morocco,13585,1885,1889,358262.6
cliopatria,Russian Empire,13591,1885,1894,22112496.4
cliopatria,First Hellenic Republic,13605,1885,1907,62413.8
cliopatria,Ethiopian Empire,13648,1890,1894,333340.1
cliopatria,Morocco,13656,1890,1904,358421.5
cliopatria,Nepal,13667,1890,1916,148575.0
cliopatria,United States of America,13672,1890,1897,9402120.5
cliopatria,Sultanate of Oman,13701,1895,1897,192076.9
cliopatria,Qajar Dynasty,13712,1895,1897,1778443.0
cliopatria,Ottoman Empire,13717,1895,1897,2181130.2
