source,label,item,year,period,verdict,convicted,production,area_ha,raw_label,n_raw_labels,volume,n_volumes,name_confirmed,resolution,overlap_years,n_overlap_years,prod_factor,area_factor,area_factor_pairs,corrected_production,corrected_area,corrected_yield,attribution,plausible_after
iia,mauritius,"tobacco, unmanufactured",1940,,no_area_level_shift,True,36300,,british mauritius,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,mauritius,"tobacco, unmanufactured",1941,,no_area_level_shift,True,36000,,british mauritius,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,mauritius,"tobacco, unmanufactured",1942,,no_area_level_shift,True,39900,,british mauritius,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,mauritius,"tobacco, unmanufactured",1943,,no_area_level_shift,True,32000,,british mauritius,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,mauritius,"tobacco, unmanufactured",1944,,no_area_level_shift,True,28700,,british mauritius,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,micronesia (federated states of),"tobacco, unmanufactured",1934,,impossible_yield_zero_area,True,1000,0,japanese south pacific,1,iia_1938_39,1,False,single_cell,,0,,,0,,0,,no_overlap_pair,
iia,micronesia (federated states of),"tobacco, unmanufactured",1935,,impossible_yield_zero_area,True,1100,0,japanese south pacific,1,iia_1938_39,1,False,single_cell,,0,,,0,,0,,no_overlap_pair,
iia,micronesia (federated states of),"tobacco, unmanufactured",1936,,impossible_yield_zero_area,True,400,0,japanese south pacific,1,iia_1938_39,1,False,single_cell,,0,,,0,,0,,no_overlap_pair,
iia,mozambique,"tobacco, unmanufactured",1935,,high_yield_3to20,False,18700,1000,portuguese mozambique: company concession,1,iia_1938_39,1,False,single_cell,,0,,,0,,1000,,no_overlap_pair,
iia,mozambique,"tobacco, unmanufactured",1936,,high_yield_3to20,False,18700,1000,portuguese mozambique: province,1,iia_1938_39,1,False,single_cell,,0,,,0,,1000,,no_overlap_pair,
iia,myanmar,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,4519600,40000,british burma,1,iia_1939_45,1,False,single_cell,,0,,,0,,40000,,no_overlap_pair,
iia,myanmar,"tobacco, unmanufactured",1940,,impossible_yield,True,6247200,56000,british burma,1,iia_1939_45,1,False,single_cell,,0,,,0,,56000,,no_overlap_pair,
iia,netherlands,"tobacco, unmanufactured",1945,,untestable,False,0,,netherlands,1,iia_1939_45,1,True,single_cell,,0,,0,1,,,,no_overlap_pair,
iia,new zealand,hops,,1934-1938,impossible_yield,True,39700,300,new zealand,1,iia_1939_45,1,True,single_cell,,0,,9.7087,1,,30.9,,no_overlap_pair,
iia,paraguay,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,765300,9000,paraguay,1,iia_1939_45,1,True,single_cell,,0,,,0,,9000,,no_overlap_pair,
iia,peru,"tobacco, unmanufactured",,1934-1938,no_area_level_shift,True,92500,,peru,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",,1934-1938,plausible_yield,False,19700,108000,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,108000,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1934,,no_area_level_consistent,False,20000,,french reunion,1,iia_1938_39,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1935,,no_area_level_consistent,False,20000,,french reunion,1,iia_1938_39,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1936,,no_area_level_consistent,False,20000,,french reunion,1,iia_1938_39,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1939,,no_area_level_consistent,False,16500,,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1940,,no_area_level_consistent,False,15200,,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1941,,no_area_level_consistent,False,17600,,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1942,,no_area_level_consistent,False,19600,,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1943,,no_area_level_consistent,False,18400,,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1944,,no_area_level_consistent,False,16900,,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,reunion,"tobacco, unmanufactured",1945,,no_area_level_consistent,False,22300,,french reunion,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,russian federation,hops,,1934-1938,impossible_yield,True,100000,2000,ussr,1,iia_1939_45,1,False,single_cell,,0,,,0,,2000,,no_overlap_pair,
iia,sri lanka,"tobacco, unmanufactured",,1934-1938,high_yield_3to20,False,95400,6000,british ceylon,1,iia_1939_45,1,False,single_cell,,0,,1.0526,1,,5700,,no_overlap_pair,
iia,suriname,"tobacco, unmanufactured",,1934-1938,untestable,False,1000,,dutch guiana,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,suriname,"tobacco, unmanufactured",1939,,untestable,False,2200,,dutch guiana,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,suriname,"tobacco, unmanufactured",1940,,untestable,False,1200,,dutch guiana,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,suriname,"tobacco, unmanufactured",1941,,untestable,False,1800,,dutch guiana,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,suriname,"tobacco, unmanufactured",1943,,untestable,False,400,,dutch guiana,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,suriname,"tobacco, unmanufactured",1944,,untestable,False,900,,dutch guiana,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,suriname,"tobacco, unmanufactured",1945,,untestable,False,300,,dutch guiana,1,iia_1939_45,1,True,single_cell,,0,,,0,,,,no_overlap_pair,
iia,syrian arab republic,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,272200,4000,french syria,1,iia_1939_45,1,False,single_cell,,0,,,0,,4000,,no_overlap_pair,
iia,syrian arab republic,"tobacco, unmanufactured",1940,,no_area_level_shift,True,553500,,french syria,1,iia_1939_45,1,False,single_cell,,0,,,0,,,,no_overlap_pair,
iia,syrian arab republic,"tobacco, unmanufactured",1941,,impossible_yield,True,474500,7000,french syria,1,iia_1939_45,1,False,single_cell,,0,,,0,,7000,,no_overlap_pair,
iia,syrian arab republic,"tobacco, unmanufactured",1942,,high_yield_3to20,False,60400,6000,french syria,1,iia_1939_45,1,False,single_cell,,0,,,0,,6000,,no_overlap_pair,
iia,syrian arab republic,"tobacco, unmanufactured",1943,,impossible_yield,True,287500,5000,french syria,1,iia_1939_45,1,False,single_cell,,0,,,0,,5000,,no_overlap_pair,
iia,syrian arab republic,"tobacco, unmanufactured",1944,,impossible_yield,True,392500,6000,french syria,1,iia_1939_45,1,False,single_cell,,0,,,0,,6000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",,1934-1938,high_yield_3to20,False,24800,2000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,2000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",1939,,impossible_yield,True,44700,2000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,2000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",1940,,impossible_yield,True,52400,2000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,2000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",1941,,impossible_yield,True,65900,3000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,3000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",1942,,impossible_yield,True,83000,3000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,3000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",1943,,impossible_yield,True,106900,4000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,4000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",1944,,impossible_yield,True,104000,4000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,4000,,no_overlap_pair,
iia,tanzania,"tobacco, unmanufactured",1945,,impossible_yield,True,95000,4000,british tanganyika,1,iia_1939_45,1,False,single_cell,,0,,,0,,4000,,no_overlap_pair,
iia,thailand,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,882800,10000,siam,1,iia_1939_45,1,True,single_cell,,0,,,0,,10000,,no_overlap_pair,
iia,thailand,"tobacco, unmanufactured",1940,,impossible_yield,True,937900,8000,siam,1,iia_1939_45,1,True,single_cell,,0,,,0,,8000,,no_overlap_pair,
iia,uruguay,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,54000,1000,uruguay,1,iia_1939_45,1,True,single_cell,,0,,,0,,1000,,no_overlap_pair,
iia,venezuela,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,322100,8000,venezuela,1,iia_1939_45,1,True,single_cell,,0,,,0,,8000,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",,1934-1938,impossible_yield,True,73800,2000,british northern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,2000,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1934,,impossible_yield,True,70600,1000,british northern rhodesia,1,iia_1938_39,1,False,single_cell,,0,,,0,,1000,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1935,,impossible_yield,True,57800,1000,british northern rhodesia,1,iia_1938_39,1,False,single_cell,,0,,,0,,1000,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1936,,impossible_yield,True,57200,1000,british northern rhodesia,1,iia_1938_39,1,False,single_cell,,0,,,0,,1000,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1937,,impossible_yield,True,93700,2000,british northern rhodesia,1,iia_1938_39,1,False,single_cell,,0,,,0,,2000,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1939,,no_area_level_shift,True,100900,,british northern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1940,,no_area_level_shift,True,104300,,british northern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1941,,no_area_level_shift,True,122500,,british northern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,,,no_overlap_pair,
iia,zambia,"tobacco, unmanufactured",1942,,no_area_level_shift,True,98400,,british northern rhodesia,1,iia_1939_45,1,False,single_cell,,0,,,0,,,,no_overlap_pair,
