source,label,item,polity_code,n_rows,year_min,year_max,median_t,area_km2,intensity_ratio,arealess,modern_classes,modern_year_min,modern_year_max,modern_rows,already_flagged,verdict,reason
juan,poland,linseed,,31,1920,1960,59390.0,,,false,reexport,2018,2021,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,poland,linseed,,2,,,55492.2,,,false,reexport,2018,2021,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,ecuador,bananas,,3,1938,1951,55000.0,,,true,exceeds_availability,2020,2020,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,el salvador,coffee green,,56,1900,1960,54000.0,,,false,exceeds_availability,1993,2013,5,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,guatemala,coffee green,,58,1900,1960,50350.0,,,false,exceeds_availability,1987,1987,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,hungary,beans dry,,21,1933,1959,50000.0,,,false,exceeds_availability,1987,1987,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,guatemala,coffee green,,4,,,49350.4,,,false,exceeds_availability,1987,1987,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,mexico,sesame seed,,40,1921,1960,46750.0,,,false,exceeds_availability,1994,1994,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,tunisia,olive oil,,4,1949,1951,45500.0,,,true,exceeds_availability,1994,2021,6,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,el salvador,coffee green,,6,1914,1917,45178.1,,,false,exceeds_availability,1993,2013,5,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,chile,sunflower seed,,20,1940,1960,42000.0,,,false,exceeds_availability,1996,1999,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,canada,peas dry,,10,1946,1959,35500.0,,,false,exceeds_availability,2011,2021,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,canada,beans dry,,26,1933,1959,35250.0,,,false,exceeds_availability,1992,2004,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,guatemala,coffee green,,13,1884,1912,35000.0,,,true,exceeds_availability,1987,1987,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,canada,beans dry,,2,,,33300.0,,,false,exceeds_availability,1992,2004,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,canada,linseed,,7,1949,1951,32000.0,,,false,exceeds_availability,1992,2016,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,lithuania,linseed,,21,1920,1940,31800.0,,,false,exceeds_availability,2017,2020,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,argentina,beans dry,,21,1937,1960,31300.0,,,false,exceeds_availability,1997,2016,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,lithuania,linseed,,2,,,31077.5,,,false,exceeds_availability,2017,2020,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,argentina,canary seed,,15,1937,1951,30100.0,,,false,exceeds_availability,1994,2013,3,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,hungary,peas dry,,7,1946,1959,30000.0,,,false,exceeds_availability,1991,1991,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,costa rica,bananas,,16,1884,1899,29500.0,,,true,exceeds_availability,2000,2009,5,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,cyprus,other citrus fruit n e c,,27,1931,1960,28000.0,,,true,exceeds_availability,1990,2003,12,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,spain,other berries and fruits of the genus vaccinium n e c,,17,1930,1945,25400.0,,,false,exceeds_availability,2014,2021,8,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,ecuador,cocoa beans,,61,1900,1960,23574.5,,,false,exceeds_availability,2012,2018,7,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,tunisia,oats,,4,1949,1951,23000.0,,,false,exceeds_availability,1997,1998,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,nicaragua,bananas,,39,1919,1960,23000.0,,,true,exceeds_availability,2018,2021,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,latvia,linseed,,2,,,22982.3,,,false,exceeds_availability|reexport,2008,2021,6,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,belgium,peas dry,,10,1946,1959,22500.0,,,false,reexport,2000,2021,11,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,costa rica,coffee green,,4,,,20895.8,,,false,exceeds_availability,2013,2013,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,belgium,plums and sloes,,9,1952,1960,20000.0,,,true,reexport,2001,2021,20,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,costa rica,coffee green,,61,1900,1960,18300.0,,,false,exceeds_availability,2013,2013,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,latvia,linseed,,20,1920,1939,17500.0,,,false,exceeds_availability|reexport,2008,2021,6,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,lebanon,bananas,,3,1949,1951,16000.0,,,false,exceeds_availability,2010,2010,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,costa rica,coffee green,,8,1884,1899,16000.0,,,true,exceeds_availability,2013,2013,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,france,linseed,,2,,,15568.9,,,false,exceeds_availability,1991,1991,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,belgium,grapes,,4,1949,1951,15000.0,,,false,reexport,2000,2011,12,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,belgium,linseed,,4,1949,1951,15000.0,,,false,reexport,2007,2017,11,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,israel,wine,,5,1956,1960,14553.0,,,true,exceeds_availability,1999,1999,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,denmark,linseed,,3,1949,1951,14000.0,,,false,reexport,1988,2015,8,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,nicaragua,bananas,,4,1949,1951,14000.0,,,true,exceeds_availability,2018,2021,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,china mainland,coffee green,,5,1887,1891,14000.0,,,true,exceeds_availability,1997,1997,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,nicaragua,coffee green,,58,1900,1960,13603.9,,,false,exceeds_availability,2001,2014,8,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,france,linseed,,4,1949,1951,13500.0,,,false,exceeds_availability,1991,1991,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,ecuador,beans dry,,10,1948,1960,13500.0,,,false,exceeds_availability,2007,2012,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,france,linseed,,76,1885,1960,13350.0,,,false,exceeds_availability,1991,1991,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,nicaragua,coffee green,,5,1917,1917,13200.0,,,false,exceeds_availability,2001,2014,8,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,mexico,sesame seed,,3,,,12800.0,,,false,exceeds_availability,1994,1994,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,argentina,peas dry,,20,1939,1960,12560.0,,,false,exceeds_availability,2000,2006,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,belgium,linseed,,44,1856,1960,12445.0,,,false,reexport,2007,2017,11,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,tunisia,oats,,8,1939,1945,12300.0,,,false,exceeds_availability,1997,1998,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,nigeria,sesame seed,,4,1949,1951,12250.0,,,false,exceeds_availability,2020,2020,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,italy,linseed,,3,1949,1950,12000.0,,,false,reexport,2018,2020,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,belgium,grapes,,20,1930,1959,12000.0,,,false,reexport,2000,2011,12,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,ecuador,coffee green,,49,1900,1960,11800.0,,,false,exceeds_availability,2011,2016,6,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,kenya,coffee green,,3,,,11600.0,,,false,exceeds_availability,1992,2015,7,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,russian federation,oranges,,9,1933,1940,10500.0,,,false,reexport,2004,2021,16,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,france,millet,,66,1885,1960,10200.0,,,false,reexport,1986,2000,13,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,kenya,coffee green,,48,1912,1959,9850.0,,,true,exceeds_availability,1992,2015,7,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,greece,sesame seed,,4,1949,1951,9600.0,,,false,reexport,1999,2014,13,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,romania,linseed,,2,,,9323.1,,,false,exceeds_availability,1994,1994,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,germany,beans dry,,2,,,9100.0,,,false,reexport,1992,1992,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,nigeria,sesame seed,,23,1922,1945,8900.0,,,false,exceeds_availability,2020,2020,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,italy,linseed,,52,1909,1960,8860.0,,,false,reexport,2018,2020,2,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,egypt,beans dry,,4,1935,1937,8850.0,,,true,exceeds_availability,2009,2009,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,hungary,linseed,,2,1949,1949,8500.0,,,false,exceeds_availability,1992,2002,5,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,nicaragua,sesame seed,,3,1949,1951,8500.0,,,false,exceeds_availability,1999,2021,12,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,romania,linseed,,50,1901,1960,8065.0,,,false,exceeds_availability,1994,1994,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
iia,ecuador,coffee green,,4,,,8035.5,,,false,exceeds_availability,2011,2016,6,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,romania,linseed,,1,,,8000.0,,,false,exceeds_availability,1994,1994,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,mexico,dates,,8,1950,1959,8000.0,,,true,exceeds_availability,2020,2020,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,denmark,linseed,,19,1916,1960,7795.2,,,false,reexport,1988,2015,8,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,greece,sesame seed,,41,1914,1959,7300.0,,,false,reexport,1999,2014,13,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,france,olive oil,,4,1949,1951,7000.0,,,true,reexport,1993,1993,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,lebanon,wine,,3,1949,1951,7000.0,,,true,exceeds_availability,2021,2021,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,hungary,millet,,6,1946,1959,7000.0,,,false,exceeds_availability,1988,1999,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,cameroon,coffee green,,27,1933,1959,6700.0,,,true,exceeds_availability,1990,2011,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,germany,beans dry,,25,1933,1959,6500.0,,,false,reexport,1992,1992,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,israel,wine,,3,1949,1951,6000.0,,,true,exceeds_availability,1999,1999,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
fao1952,new zealand,linseed,,4,1949,1951,6000.0,,,false,exceeds_availability,2001,2001,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,nicaragua,sesame seed,,17,1941,1959,6000.0,,,false,exceeds_availability,1999,2021,12,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,brazil,sesame seed,,4,1949,1953,5100.0,,,false,exceeds_availability,2020,2020,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
juan,bulgaria,millet,,5,1946,1959,5000.0,,,false,exceeds_availability,2005,2005,1,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
mitchell,canada,linseed,,1,1901,1901,5000.0,,,true,exceeds_availability,1992,2016,4,false,no_origin_evidence,"the entrepot classification is reporter-level and names no partner, so it cannot supply origin_iso3; and its years share none with layer B"
